Name of movie,Price ( in $ ),Rating stars,Link to the movie
Fast X,0,4.5 out of 5 stars,https://www.amazon.com/Blitz-Jason-Statham/dp/B0CH8VC54V/ref=sr_1_37?dib=eyJ2IjoiMSJ9.4WHCxD9N2vI-2usIOqlzEm2TUhTYIwz1yuX5giNY8Bs9nH6YChgxIFwpH_bh5io-LHxTzub0w3k2EPtN-gzxr2NzUIGsijMFsXPMTV93o7JCjWW3xk3sdWcN6dplP5YxhxBjKgeChtG_PbyyeUSpAZB7P7jwyG2Bgp6d1TwDnPBPAOsuTQH4GhlmGB5VdjmddoX5R9AlP1U_rE-YOyC7LOkj7ItZTX3kdawRFdFNMOc.RENKDfL6WDo3Aj0YK7ZN7IAAPAsY8RhFjJcYVsmWg8s&dib_tag=se&qid=1726507965&s=movies-tv&sr=1-37
File on Thelma Jordon [Blu-ray],4.19,4.8 out of 5 stars,https://www.amazon.com/Pulp-Fiction-John-Travolta/dp/B005T3AX6E/ref=sr_1_38?dib=eyJ2IjoiMSJ9.4WHCxD9N2vI-2usIOqlzEm2TUhTYIwz1yuX5giNY8Bs9nH6YChgxIFwpH_bh5io-LHxTzub0w3k2EPtN-gzxr2NzUIGsijMFsXPMTV93o7JCjWW3xk3sdWcN6dplP5YxhxBjKgeChtG_PbyyeUSpAZB7P7jwyG2Bgp6d1TwDnPBPAOsuTQH4GhlmGB5VdjmddoX5R9AlP1U_rE-YOyC7LOkj7ItZTX3kdawRFdFNMOc.RENKDfL6WDo3Aj0YK7ZN7IAAPAsY8RhFjJcYVsmWg8s&dib_tag=se&qid=1726507965&s=movies-tv&sr=1-38
Film Noir 10-Movie Spotlight Collection (Double Indemnity / Touch of Evil / This Gun for Hire / The Glass Key / Phantom Lady / The Blue Dahlia / Black Angel / The Killers / The Big Clock / Criss Cross),3.99,4.9 out of 5 stars,https://www.amazon.com/Lord-Rings-Return-King/dp/B0037WTD5G/ref=sr_1_47?dib=eyJ2IjoiMSJ9.4WHCxD9N2vI-2usIOqlzEm2TUhTYIwz1yuX5giNY8Bs9nH6YChgxIFwpH_bh5io-LHxTzub0w3k2EPtN-gzxr2NzUIGsijMFsXPMTV93o7JCjWW3xk3sdWcN6dplP5YxhxBjKgeChtG_PbyyeUSpAZB7P7jwyG2Bgp6d1TwDnPBPAOsuTQH4GhlmGB5VdjmddoX5R9AlP1U_rE-YOyC7LOkj7ItZTX3kdawRFdFNMOc.RENKDfL6WDo3Aj0YK7ZN7IAAPAsY8RhFjJcYVsmWg8s&dib_tag=se&qid=1726507965&s=movies-tv&sr=1-47
First Invasion: The War of 1812,0,4.7 out of 5 stars,https://www.amazon.com/Gifted-Marc-Webb/dp/B0CVBLRV1S/ref=sr_1_65?dib=eyJ2IjoiMSJ9.AvJ4EpR3NF8R5l4MGW1sb1zqC6f1lEcTAdYMUW_HPNh9-URQxRBzXPsZy2NAEdQcS48n3FI2AlhLZ9Fnxrx-bEJVSstNlbVGyCGqO2tRbuquSScWAVnpT8sJxIrHCJjfpr5WMfLFUF2cmnd6teZcZ7kmP7SzswJWEZoh4VKPdv_Gq6lJ4Zj3rOmR7wdYhlzcyDIAgtVZN65MRy5OqSbhlE0kvCPfcO0wXtME-Lgec2Q.Fbtmx2VTNGW9okhq6s128RrUCKPgzVv2aHTtF5ta7o8&dib_tag=se&qid=1726508015&s=movies-tv&sr=1-65
Five Nights at Freddy's,3.79,4.8 out of 5 stars,https://www.amazon.com/Beetlejuice-Michael-Keaton/dp/B001EC2ISA/ref=sr_1_66?dib=eyJ2IjoiMSJ9.AvJ4EpR3NF8R5l4MGW1sb1zqC6f1lEcTAdYMUW_HPNh9-URQxRBzXPsZy2NAEdQcS48n3FI2AlhLZ9Fnxrx-bEJVSstNlbVGyCGqO2tRbuquSScWAVnpT8sJxIrHCJjfpr5WMfLFUF2cmnd6teZcZ7kmP7SzswJWEZoh4VKPdv_Gq6lJ4Zj3rOmR7wdYhlzcyDIAgtVZN65MRy5OqSbhlE0kvCPfcO0wXtME-Lgec2Q.Fbtmx2VTNGW9okhq6s128RrUCKPgzVv2aHTtF5ta7o8&dib_tag=se&qid=1726508015&s=movies-tv&sr=1-66
For Sale,15.64,4.7 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2OTM1MTk3MzEyMDQyNDg3OjE3MjY1MDgwMTY6c3BfYnRmX2Jyb3dzZTozMDAzMjQxOTcyNzYyMDI6OjA6Og&url=%2FThunder-Road-Robert-Mitchum%2Fdp%2FB0CNHDFSNP%2Fref%3Dsr_1_68_sspa%3Fdib%3DeyJ2IjoiMSJ9.AvJ4EpR3NF8R5l4MGW1sb1zqC6f1lEcTAdYMUW_HPNh9-URQxRBzXPsZy2NAEdQcS48n3FI2AlhLZ9Fnxrx-bEJVSstNlbVGyCGqO2tRbuquSScWAVnpT8sJxIrHCJjfpr5WMfLFUF2cmnd6teZcZ7kmP7SzswJWEZoh4VKPdv_Gq6lJ4Zj3rOmR7wdYhlzcyDIAgtVZN65MRy5OqSbhlE0kvCPfcO0wXtME-Lgec2Q.Fbtmx2VTNGW9okhq6s128RrUCKPgzVv2aHTtF5ta7o8%26dib_tag%3Dse%26qid%3D1726508015%26s%3Dmovies-tv%26sr%3D1-68-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1
Free State of Jones,23.98,0,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2OTM1MTk3MzEyMDQyNDg3OjE3MjY1MDgwMTY6c3BfYnRmX2Jyb3dzZTozMDAzODc5NjU0MTkxMDI6OjA6Og&url=%2FGolden-Lotus-Han-Hsiang-Li%2Fdp%2FB0D6PLGGKL%2Fref%3Dsr_1_69_sspa%3Fdib%3DeyJ2IjoiMSJ9.AvJ4EpR3NF8R5l4MGW1sb1zqC6f1lEcTAdYMUW_HPNh9-URQxRBzXPsZy2NAEdQcS48n3FI2AlhLZ9Fnxrx-bEJVSstNlbVGyCGqO2tRbuquSScWAVnpT8sJxIrHCJjfpr5WMfLFUF2cmnd6teZcZ7kmP7SzswJWEZoh4VKPdv_Gq6lJ4Zj3rOmR7wdYhlzcyDIAgtVZN65MRy5OqSbhlE0kvCPfcO0wXtME-Lgec2Q.Fbtmx2VTNGW9okhq6s128RrUCKPgzVv2aHTtF5ta7o8%26dib_tag%3Dse%26qid%3D1726508015%26s%3Dmovies-tv%26sr%3D1-69-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1
French Girl,15.64,4.7 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNDExMTA1NTAyMzk1Mjc3OjE3MjY1MDgwNjc6c3BfYXRmX2Jyb3dzZTozMDAzMjQxOTcyNzYyMDI6OjA6Og&url=%2FThunder-Road-Robert-Mitchum%2Fdp%2FB0CNHDFSNP%2Fref%3Dsr_1_65_sspa%3Fdib%3DeyJ2IjoiMSJ9.wWxuTTdZJipa8Kg51aYUywgWDVjJfvBZXBcoyZaAPvuiebTtYvFj1MQ5_NSvSJ6Zx8FJfSTVxxGIFxxzXKA_rrLWiOoSWtVcyVQIhcBiWo9QvTHrSwzS3m2q96_4_doLA_Gs1WzvOsrv7cUkBB9FEwYFTL2GpHqqAHE_QPwKSYdkdaocmufPsP_bFexFl5WKCw_eyJGER23ooXMMxDM3FLP29XEVM5Ee-bJFSu5cy70.oX1j7Lf5zTgkRxYGAF2fmqxvk3OrKkKy21ay5ewYN2A%26dib_tag%3Dse%26qid%3D1726508067%26s%3Dmovies-tv%26sr%3D1-65-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1
From Dusk Till Dawn,20.37,4.5 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNDExMTA1NTAyMzk1Mjc3OjE3MjY1MDgwNjc6c3BfYXRmX2Jyb3dzZTozMDAzOTAxNzc2NjIxMDI6OjA6Og&url=%2FStrong-Balance-Strength-Results-Exercise%2Fdp%2FB01GKK1TPS%2Fref%3Dsr_1_66_sspa%3Fdib%3DeyJ2IjoiMSJ9.wWxuTTdZJipa8Kg51aYUywgWDVjJfvBZXBcoyZaAPvuiebTtYvFj1MQ5_NSvSJ6Zx8FJfSTVxxGIFxxzXKA_rrLWiOoSWtVcyVQIhcBiWo9QvTHrSwzS3m2q96_4_doLA_Gs1WzvOsrv7cUkBB9FEwYFTL2GpHqqAHE_QPwKSYdkdaocmufPsP_bFexFl5WKCw_eyJGER23ooXMMxDM3FLP29XEVM5Ee-bJFSu5cy70.oX1j7Lf5zTgkRxYGAF2fmqxvk3OrKkKy21ay5ewYN2A%26dib_tag%3Dse%26qid%3D1726508067%26s%3Dmovies-tv%26sr%3D1-66-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1
From Time to Time,0,4.6 out of 5 stars,https://www.amazon.com/Kalki-2898-AD-Nag-Ashwin/dp/B0DC76QCN1/ref=sr_1_67?dib=eyJ2IjoiMSJ9.wWxuTTdZJipa8Kg51aYUywgWDVjJfvBZXBcoyZaAPvuiebTtYvFj1MQ5_NSvSJ6Zx8FJfSTVxxGIFxxzXKA_rrLWiOoSWtVcyVQIhcBiWo9QvTHrSwzS3m2q96_4_doLA_Gs1WzvOsrv7cUkBB9FEwYFTL2GpHqqAHE_QPwKSYdkdaocmufPsP_bFexFl5WKCw_eyJGER23ooXMMxDM3FLP29XEVM5Ee-bJFSu5cy70.oX1j7Lf5zTgkRxYGAF2fmqxvk3OrKkKy21ay5ewYN2A&dib_tag=se&qid=1726508067&s=movies-tv&sr=1-67
Furiosa: A Mad Max Saga,0,4.6 out of 5 stars,https://www.amazon.com/Menace-South-Central-While-Drinking/dp/B0094YVOV2/ref=sr_1_68?dib=eyJ2IjoiMSJ9.wWxuTTdZJipa8Kg51aYUywgWDVjJfvBZXBcoyZaAPvuiebTtYvFj1MQ5_NSvSJ6Zx8FJfSTVxxGIFxxzXKA_rrLWiOoSWtVcyVQIhcBiWo9QvTHrSwzS3m2q96_4_doLA_Gs1WzvOsrv7cUkBB9FEwYFTL2GpHqqAHE_QPwKSYdkdaocmufPsP_bFexFl5WKCw_eyJGER23ooXMMxDM3FLP29XEVM5Ee-bJFSu5cy70.oX1j7Lf5zTgkRxYGAF2fmqxvk3OrKkKy21ay5ewYN2A&dib_tag=se&qid=1726508067&s=movies-tv&sr=1-68
Gifted,19.99,3.9 out of 5 stars,https://www.amazon.com/Trap-M-Night-Shyamalan/dp/B0D83N8D4T/ref=sr_1_69?dib=eyJ2IjoiMSJ9.wWxuTTdZJipa8Kg51aYUywgWDVjJfvBZXBcoyZaAPvuiebTtYvFj1MQ5_NSvSJ6Zx8FJfSTVxxGIFxxzXKA_rrLWiOoSWtVcyVQIhcBiWo9QvTHrSwzS3m2q96_4_doLA_Gs1WzvOsrv7cUkBB9FEwYFTL2GpHqqAHE_QPwKSYdkdaocmufPsP_bFexFl5WKCw_eyJGER23ooXMMxDM3FLP29XEVM5Ee-bJFSu5cy70.oX1j7Lf5zTgkRxYGAF2fmqxvk3OrKkKy21ay5ewYN2A&dib_tag=se&qid=1726508067&s=movies-tv&sr=1-69
Girls Just Want to Have Fun,3.79,4.7 out of 5 stars,https://www.amazon.com/Transformers-Dark-Moon-Shia-LaBeouf/dp/B005OT2YVA/ref=sr_1_71?dib=eyJ2IjoiMSJ9.wWxuTTdZJipa8Kg51aYUywgWDVjJfvBZXBcoyZaAPvuiebTtYvFj1MQ5_NSvSJ6Zx8FJfSTVxxGIFxxzXKA_rrLWiOoSWtVcyVQIhcBiWo9QvTHrSwzS3m2q96_4_doLA_Gs1WzvOsrv7cUkBB9FEwYFTL2GpHqqAHE_QPwKSYdkdaocmufPsP_bFexFl5WKCw_eyJGER23ooXMMxDM3FLP29XEVM5Ee-bJFSu5cy70.oX1j7Lf5zTgkRxYGAF2fmqxvk3OrKkKy21ay5ewYN2A&dib_tag=se&qid=1726508067&s=movies-tv&sr=1-71
Gladiator,0,4.5 out of 5 stars,https://www.amazon.com/Atomic-Blonde-Charlize-Theron/dp/B073VD9SWD/ref=sr_1_72?dib=eyJ2IjoiMSJ9.wWxuTTdZJipa8Kg51aYUywgWDVjJfvBZXBcoyZaAPvuiebTtYvFj1MQ5_NSvSJ6Zx8FJfSTVxxGIFxxzXKA_rrLWiOoSWtVcyVQIhcBiWo9QvTHrSwzS3m2q96_4_doLA_Gs1WzvOsrv7cUkBB9FEwYFTL2GpHqqAHE_QPwKSYdkdaocmufPsP_bFexFl5WKCw_eyJGER23ooXMMxDM3FLP29XEVM5Ee-bJFSu5cy70.oX1j7Lf5zTgkRxYGAF2fmqxvk3OrKkKy21ay5ewYN2A&dib_tag=se&qid=1726508067&s=movies-tv&sr=1-72
GoldenEye,5.99,3.5 out of 5 stars,https://www.amazon.com/Mean-Girls-Angourie-Rice/dp/B0CR6BDYH5/ref=sr_1_74?dib=eyJ2IjoiMSJ9.wWxuTTdZJipa8Kg51aYUywgWDVjJfvBZXBcoyZaAPvuiebTtYvFj1MQ5_NSvSJ6Zx8FJfSTVxxGIFxxzXKA_rrLWiOoSWtVcyVQIhcBiWo9QvTHrSwzS3m2q96_4_doLA_Gs1WzvOsrv7cUkBB9FEwYFTL2GpHqqAHE_QPwKSYdkdaocmufPsP_bFexFl5WKCw_eyJGER23ooXMMxDM3FLP29XEVM5Ee-bJFSu5cy70.oX1j7Lf5zTgkRxYGAF2fmqxvk3OrKkKy21ay5ewYN2A&dib_tag=se&qid=1726508067&s=movies-tv&sr=1-74
Good Boys,44.63,4.7 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNDExMTA1NTAyMzk1Mjc3OjE3MjY1MDgwNjc6c3BfbXRmX2Jyb3dzZTozMDAzOTk5NDU5NDkzMDI6OjA6Og&url=%2F10-Movie-Spotlight-Collection-Indemnity-Phantom%2Fdp%2FB00MUNSV3S%2Fref%3Dsr_1_75_sspa%3Fdib%3DeyJ2IjoiMSJ9.wWxuTTdZJipa8Kg51aYUywgWDVjJfvBZXBcoyZaAPvuiebTtYvFj1MQ5_NSvSJ6Zx8FJfSTVxxGIFxxzXKA_rrLWiOoSWtVcyVQIhcBiWo9QvTHrSwzS3m2q96_4_doLA_Gs1WzvOsrv7cUkBB9FEwYFTL2GpHqqAHE_QPwKSYdkdaocmufPsP_bFexFl5WKCw_eyJGER23ooXMMxDM3FLP29XEVM5Ee-bJFSu5cy70.oX1j7Lf5zTgkRxYGAF2fmqxvk3OrKkKy21ay5ewYN2A%26dib_tag%3Dse%26qid%3D1726508067%26s%3Dmovies-tv%26sr%3D1-75-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1
Guy Ritchie's The Covenant,0,4.3 out of 5 stars,https://www.amazon.com/Fair-Game-Sean-Penn/dp/B004R0YHI0/ref=sr_1_77?dib=eyJ2IjoiMSJ9.wWxuTTdZJipa8Kg51aYUywgWDVjJfvBZXBcoyZaAPvuiebTtYvFj1MQ5_NSvSJ6Zx8FJfSTVxxGIFxxzXKA_rrLWiOoSWtVcyVQIhcBiWo9QvTHrSwzS3m2q96_4_doLA_Gs1WzvOsrv7cUkBB9FEwYFTL2GpHqqAHE_QPwKSYdkdaocmufPsP_bFexFl5WKCw_eyJGER23ooXMMxDM3FLP29XEVM5Ee-bJFSu5cy70.oX1j7Lf5zTgkRxYGAF2fmqxvk3OrKkKy21ay5ewYN2A&dib_tag=se&qid=1726508067&s=movies-tv&sr=1-77
Hardball,0,4.3 out of 5 stars,https://www.amazon.com/Cold-Light-Day-Henry-Cavill/dp/B00APUTEBG/ref=sr_1_78?dib=eyJ2IjoiMSJ9.wWxuTTdZJipa8Kg51aYUywgWDVjJfvBZXBcoyZaAPvuiebTtYvFj1MQ5_NSvSJ6Zx8FJfSTVxxGIFxxzXKA_rrLWiOoSWtVcyVQIhcBiWo9QvTHrSwzS3m2q96_4_doLA_Gs1WzvOsrv7cUkBB9FEwYFTL2GpHqqAHE_QPwKSYdkdaocmufPsP_bFexFl5WKCw_eyJGER23ooXMMxDM3FLP29XEVM5Ee-bJFSu5cy70.oX1j7Lf5zTgkRxYGAF2fmqxvk3OrKkKy21ay5ewYN2A&dib_tag=se&qid=1726508067&s=movies-tv&sr=1-78
Hardcore Henry,0,3.8 out of 5 stars,https://www.amazon.com/Tyler-Perrys-Divorce-Black-Perry/dp/B0CYM5WL69/ref=sr_1_79?dib=eyJ2IjoiMSJ9.wWxuTTdZJipa8Kg51aYUywgWDVjJfvBZXBcoyZaAPvuiebTtYvFj1MQ5_NSvSJ6Zx8FJfSTVxxGIFxxzXKA_rrLWiOoSWtVcyVQIhcBiWo9QvTHrSwzS3m2q96_4_doLA_Gs1WzvOsrv7cUkBB9FEwYFTL2GpHqqAHE_QPwKSYdkdaocmufPsP_bFexFl5WKCw_eyJGER23ooXMMxDM3FLP29XEVM5Ee-bJFSu5cy70.oX1j7Lf5zTgkRxYGAF2fmqxvk3OrKkKy21ay5ewYN2A&dib_tag=se&qid=1726508067&s=movies-tv&sr=1-79
Hero,5.99,3.3 out of 5 stars,https://www.amazon.com/French-Girl-James-Woods/dp/B0CWDYHHG7/ref=sr_1_80?dib=eyJ2IjoiMSJ9.wWxuTTdZJipa8Kg51aYUywgWDVjJfvBZXBcoyZaAPvuiebTtYvFj1MQ5_NSvSJ6Zx8FJfSTVxxGIFxxzXKA_rrLWiOoSWtVcyVQIhcBiWo9QvTHrSwzS3m2q96_4_doLA_Gs1WzvOsrv7cUkBB9FEwYFTL2GpHqqAHE_QPwKSYdkdaocmufPsP_bFexFl5WKCw_eyJGER23ooXMMxDM3FLP29XEVM5Ee-bJFSu5cy70.oX1j7Lf5zTgkRxYGAF2fmqxvk3OrKkKy21ay5ewYN2A&dib_tag=se&qid=1726508067&s=movies-tv&sr=1-80
Hero Dog: The Journey Home,0,3.6 out of 5 stars,https://www.amazon.com/One-Fast-Move-Kelly-Blatz/dp/B0CX9G9DZM/ref=sr_1_81?dib=eyJ2IjoiMSJ9.wWxuTTdZJipa8Kg51aYUywgWDVjJfvBZXBcoyZaAPvuiebTtYvFj1MQ5_NSvSJ6Zx8FJfSTVxxGIFxxzXKA_rrLWiOoSWtVcyVQIhcBiWo9QvTHrSwzS3m2q96_4_doLA_Gs1WzvOsrv7cUkBB9FEwYFTL2GpHqqAHE_QPwKSYdkdaocmufPsP_bFexFl5WKCw_eyJGER23ooXMMxDM3FLP29XEVM5Ee-bJFSu5cy70.oX1j7Lf5zTgkRxYGAF2fmqxvk3OrKkKy21ay5ewYN2A&dib_tag=se&qid=1726508067&s=movies-tv&sr=1-81
Hobbit Trilogy (DVD),4.29,4.8 out of 5 stars,https://www.amazon.com/Hobbit-Unexpected-Sir-Ian-McKellen/dp/B00BWJ6JO4/ref=sr_1_82?dib=eyJ2IjoiMSJ9.wWxuTTdZJipa8Kg51aYUywgWDVjJfvBZXBcoyZaAPvuiebTtYvFj1MQ5_NSvSJ6Zx8FJfSTVxxGIFxxzXKA_rrLWiOoSWtVcyVQIhcBiWo9QvTHrSwzS3m2q96_4_doLA_Gs1WzvOsrv7cUkBB9FEwYFTL2GpHqqAHE_QPwKSYdkdaocmufPsP_bFexFl5WKCw_eyJGER23ooXMMxDM3FLP29XEVM5Ee-bJFSu5cy70.oX1j7Lf5zTgkRxYGAF2fmqxvk3OrKkKy21ay5ewYN2A&dib_tag=se&qid=1726508067&s=movies-tv&sr=1-82
Horizon: An American Saga Chapter 1,3.79,4.8 out of 5 stars,https://www.amazon.com/Sweet-Home-Alabama-Reese-Witherspoon/dp/B003V5EDSG/ref=sr_1_84?dib=eyJ2IjoiMSJ9.wWxuTTdZJipa8Kg51aYUywgWDVjJfvBZXBcoyZaAPvuiebTtYvFj1MQ5_NSvSJ6Zx8FJfSTVxxGIFxxzXKA_rrLWiOoSWtVcyVQIhcBiWo9QvTHrSwzS3m2q96_4_doLA_Gs1WzvOsrv7cUkBB9FEwYFTL2GpHqqAHE_QPwKSYdkdaocmufPsP_bFexFl5WKCw_eyJGER23ooXMMxDM3FLP29XEVM5Ee-bJFSu5cy70.oX1j7Lf5zTgkRxYGAF2fmqxvk3OrKkKy21ay5ewYN2A&dib_tag=se&qid=1726508067&s=movies-tv&sr=1-84
Hotel Transylvania 3,129.99,4.7 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNDExMTA1NTAyMzk1Mjc3OjE3MjY1MDgwNjc6c3BfYnRmX2Jyb3dzZToyMDAwNTg2MzIyMTY4OTg6OjA6Og&url=%2FPuppet-Master-Blu-Ray-Complete-Box%2Fdp%2FB084PCS1FS%2Fref%3Dsr_1_85_sspa%3Fdib%3DeyJ2IjoiMSJ9.wWxuTTdZJipa8Kg51aYUywgWDVjJfvBZXBcoyZaAPvuiebTtYvFj1MQ5_NSvSJ6Zx8FJfSTVxxGIFxxzXKA_rrLWiOoSWtVcyVQIhcBiWo9QvTHrSwzS3m2q96_4_doLA_Gs1WzvOsrv7cUkBB9FEwYFTL2GpHqqAHE_QPwKSYdkdaocmufPsP_bFexFl5WKCw_eyJGER23ooXMMxDM3FLP29XEVM5Ee-bJFSu5cy70.oX1j7Lf5zTgkRxYGAF2fmqxvk3OrKkKy21ay5ewYN2A%26dib_tag%3Dse%26qid%3D1726508067%26s%3Dmovies-tv%26sr%3D1-85-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1%26smid%3DA1PFVYFBBGADQL
Hotel Transylvania 4: Transformania,79.99,4.5 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNDExMTA1NTAyMzk1Mjc3OjE3MjY1MDgwNjc6c3BfYnRmX2Jyb3dzZTozMDAwNzAwNjQ0MzA0MDI6OjA6Og&url=%2FComplete-Feature-Library-13-Movie-Collection%2Fdp%2FB07RS4BSG1%2Fref%3Dsr_1_86_sspa%3Fdib%3DeyJ2IjoiMSJ9.wWxuTTdZJipa8Kg51aYUywgWDVjJfvBZXBcoyZaAPvuiebTtYvFj1MQ5_NSvSJ6Zx8FJfSTVxxGIFxxzXKA_rrLWiOoSWtVcyVQIhcBiWo9QvTHrSwzS3m2q96_4_doLA_Gs1WzvOsrv7cUkBB9FEwYFTL2GpHqqAHE_QPwKSYdkdaocmufPsP_bFexFl5WKCw_eyJGER23ooXMMxDM3FLP29XEVM5Ee-bJFSu5cy70.oX1j7Lf5zTgkRxYGAF2fmqxvk3OrKkKy21ay5ewYN2A%26dib_tag%3Dse%26qid%3D1726508067%26s%3Dmovies-tv%26sr%3D1-86-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1
How To Be A Latin Lover,5.99,4.4 out of 5 stars,https://www.amazon.com/Snack-Shack-Adam-Rehmeier/dp/B0D5291KH8/ref=sr_1_82?dib=eyJ2IjoiMSJ9.KJf2YFM4nYEhGjrMhJKd9OrlGJimLJoJOVnilXq1BFHncPnehUbcMfQt_jBe35eRPFQCAmckH6o3ViOagtSDZrL_BoovteImFxPvE9yNaJMpD6-7qnKc8kcI15-__55iVUFiHNjPnLBv-mjkO8MitDm6djMKkNwZgSuyfOf1noHA3qffFLvdQCcGTS3xVZsBv3KXBSz8DMddLaOhlDcFL3Pba4oTeojMTd9_EyGRYQg.zZmKMMDeOMH5vMUsfBoJuNCZiiOYxIEZtWn167Q0LaY&dib_tag=se&qid=1726508154&s=movies-tv&sr=1-82
Howard The Duck,4.99,4.6 out of 5 stars,https://www.amazon.com/Twelve-Erik-Heger/dp/B09PQ6QQCY/ref=sr_1_84?dib=eyJ2IjoiMSJ9.KJf2YFM4nYEhGjrMhJKd9OrlGJimLJoJOVnilXq1BFHncPnehUbcMfQt_jBe35eRPFQCAmckH6o3ViOagtSDZrL_BoovteImFxPvE9yNaJMpD6-7qnKc8kcI15-__55iVUFiHNjPnLBv-mjkO8MitDm6djMKkNwZgSuyfOf1noHA3qffFLvdQCcGTS3xVZsBv3KXBSz8DMddLaOhlDcFL3Pba4oTeojMTd9_EyGRYQg.zZmKMMDeOMH5vMUsfBoJuNCZiiOYxIEZtWn167Q0LaY&dib_tag=se&qid=1726508154&s=movies-tv&sr=1-84
I Am: Celine Dion,0,3.9 out of 5 stars,https://www.amazon.com/Samaritan-Sylvester-Stallone/dp/B0B5M7YXZB/ref=sr_1_85?dib=eyJ2IjoiMSJ9.KJf2YFM4nYEhGjrMhJKd9OrlGJimLJoJOVnilXq1BFHncPnehUbcMfQt_jBe35eRPFQCAmckH6o3ViOagtSDZrL_BoovteImFxPvE9yNaJMpD6-7qnKc8kcI15-__55iVUFiHNjPnLBv-mjkO8MitDm6djMKkNwZgSuyfOf1noHA3qffFLvdQCcGTS3xVZsBv3KXBSz8DMddLaOhlDcFL3Pba4oTeojMTd9_EyGRYQg.zZmKMMDeOMH5vMUsfBoJuNCZiiOYxIEZtWn167Q0LaY&dib_tag=se&qid=1726508154&s=movies-tv&sr=1-85
Identical Love,5.99,4.5 out of 5 stars,https://www.amazon.com/IF-John-Krasinski/dp/B0CW19SCVW/ref=sr_1_86?dib=eyJ2IjoiMSJ9.KJf2YFM4nYEhGjrMhJKd9OrlGJimLJoJOVnilXq1BFHncPnehUbcMfQt_jBe35eRPFQCAmckH6o3ViOagtSDZrL_BoovteImFxPvE9yNaJMpD6-7qnKc8kcI15-__55iVUFiHNjPnLBv-mjkO8MitDm6djMKkNwZgSuyfOf1noHA3qffFLvdQCcGTS3xVZsBv3KXBSz8DMddLaOhlDcFL3Pba4oTeojMTd9_EyGRYQg.zZmKMMDeOMH5vMUsfBoJuNCZiiOYxIEZtWn167Q0LaY&dib_tag=se&qid=1726508154&s=movies-tv&sr=1-86
IF,0,4.8 out of 5 stars,https://www.amazon.com/Sense-Sensibility-Emma-Thompson/dp/B0CBHS856Y/ref=sr_1_87?dib=eyJ2IjoiMSJ9.KJf2YFM4nYEhGjrMhJKd9OrlGJimLJoJOVnilXq1BFHncPnehUbcMfQt_jBe35eRPFQCAmckH6o3ViOagtSDZrL_BoovteImFxPvE9yNaJMpD6-7qnKc8kcI15-__55iVUFiHNjPnLBv-mjkO8MitDm6djMKkNwZgSuyfOf1noHA3qffFLvdQCcGTS3xVZsBv3KXBSz8DMddLaOhlDcFL3Pba4oTeojMTd9_EyGRYQg.zZmKMMDeOMH5vMUsfBoJuNCZiiOYxIEZtWn167Q0LaY&dib_tag=se&qid=1726508154&s=movies-tv&sr=1-87
Imaginary,0,4.6 out of 5 stars,https://www.amazon.com/One-Perfect-Match-Merritt-Patterson/dp/B0CJ3D5K8S/ref=sr_1_88?dib=eyJ2IjoiMSJ9.KJf2YFM4nYEhGjrMhJKd9OrlGJimLJoJOVnilXq1BFHncPnehUbcMfQt_jBe35eRPFQCAmckH6o3ViOagtSDZrL_BoovteImFxPvE9yNaJMpD6-7qnKc8kcI15-__55iVUFiHNjPnLBv-mjkO8MitDm6djMKkNwZgSuyfOf1noHA3qffFLvdQCcGTS3xVZsBv3KXBSz8DMddLaOhlDcFL3Pba4oTeojMTd9_EyGRYQg.zZmKMMDeOMH5vMUsfBoJuNCZiiOYxIEZtWn167Q0LaY&dib_tag=se&qid=1726508154&s=movies-tv&sr=1-88
