Name of movie,Price ( in $ ),Rating stars,Link to the movie
Independence Day: Resurgence,0,4.2 out of 5 stars,https://www.amazon.com/Hunt-Ike-Barinholtz/dp/B085N5RWKZ/ref=sr_1_89?dib=eyJ2IjoiMSJ9.KJf2YFM4nYEhGjrMhJKd9OrlGJimLJoJOVnilXq1BFHncPnehUbcMfQt_jBe35eRPFQCAmckH6o3ViOagtSDZrL_BoovteImFxPvE9yNaJMpD6-7qnKc8kcI15-__55iVUFiHNjPnLBv-mjkO8MitDm6djMKkNwZgSuyfOf1noHA3qffFLvdQCcGTS3xVZsBv3KXBSz8DMddLaOhlDcFL3Pba4oTeojMTd9_EyGRYQg.zZmKMMDeOMH5vMUsfBoJuNCZiiOYxIEZtWn167Q0LaY&dib_tag=se&qid=1726508154&s=movies-tv&sr=1-89
Inside Out 2 - Bonus X-Ray Edition,0,4.2 out of 5 stars,https://www.amazon.com/Wrong-Friend-Vivica-Fox/dp/B083F46WRY/ref=sr_1_90?dib=eyJ2IjoiMSJ9.KJf2YFM4nYEhGjrMhJKd9OrlGJimLJoJOVnilXq1BFHncPnehUbcMfQt_jBe35eRPFQCAmckH6o3ViOagtSDZrL_BoovteImFxPvE9yNaJMpD6-7qnKc8kcI15-__55iVUFiHNjPnLBv-mjkO8MitDm6djMKkNwZgSuyfOf1noHA3qffFLvdQCcGTS3xVZsBv3KXBSz8DMddLaOhlDcFL3Pba4oTeojMTd9_EyGRYQg.zZmKMMDeOMH5vMUsfBoJuNCZiiOYxIEZtWn167Q0LaY&dib_tag=se&qid=1726508154&s=movies-tv&sr=1-90
Intensely Independent: The Micro-Budget Films Of Blake Eckard [DVD],20.45,4.4 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3Mjg0NjMzOTYyMzUzMjM0OjE3MjY1MDgxNTQ6c3BfbXRmX2Jyb3dzZTozMDAzMjQxMzY4MDQxMDI6OjA6Og&url=%2FThelma-Jordon-Blu-ray-Barbara-Stanwyck%2Fdp%2FB00C3ALKWM%2Fref%3Dsr_1_92_sspa%3Fdib%3DeyJ2IjoiMSJ9.KJf2YFM4nYEhGjrMhJKd9OrlGJimLJoJOVnilXq1BFHncPnehUbcMfQt_jBe35eRPFQCAmckH6o3ViOagtSDZrL_BoovteImFxPvE9yNaJMpD6-7qnKc8kcI15-__55iVUFiHNjPnLBv-mjkO8MitDm6djMKkNwZgSuyfOf1noHA3qffFLvdQCcGTS3xVZsBv3KXBSz8DMddLaOhlDcFL3Pba4oTeojMTd9_EyGRYQg.zZmKMMDeOMH5vMUsfBoJuNCZiiOYxIEZtWn167Q0LaY%26dib_tag%3Dse%26qid%3D1726508154%26s%3Dmovies-tv%26sr%3D1-92-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1
Interstellar,5.09,4.7 out of 5 stars,https://www.amazon.com/PAW-Patrol-Ready-Race-Rescue/dp/B09T5K7FDM/ref=sr_1_94?dib=eyJ2IjoiMSJ9.KJf2YFM4nYEhGjrMhJKd9OrlGJimLJoJOVnilXq1BFHncPnehUbcMfQt_jBe35eRPFQCAmckH6o3ViOagtSDZrL_BoovteImFxPvE9yNaJMpD6-7qnKc8kcI15-__55iVUFiHNjPnLBv-mjkO8MitDm6djMKkNwZgSuyfOf1noHA3qffFLvdQCcGTS3xVZsBv3KXBSz8DMddLaOhlDcFL3Pba4oTeojMTd9_EyGRYQg.zZmKMMDeOMH5vMUsfBoJuNCZiiOYxIEZtWn167Q0LaY&dib_tag=se&qid=1726508154&s=movies-tv&sr=1-94
Irresistible,0,4.1 out of 5 stars,https://www.amazon.com/Above-Suspicion-Jack-Huston/dp/B093XSX8C2/ref=sr_1_96?dib=eyJ2IjoiMSJ9.KJf2YFM4nYEhGjrMhJKd9OrlGJimLJoJOVnilXq1BFHncPnehUbcMfQt_jBe35eRPFQCAmckH6o3ViOagtSDZrL_BoovteImFxPvE9yNaJMpD6-7qnKc8kcI15-__55iVUFiHNjPnLBv-mjkO8MitDm6djMKkNwZgSuyfOf1noHA3qffFLvdQCcGTS3xVZsBv3KXBSz8DMddLaOhlDcFL3Pba4oTeojMTd9_EyGRYQg.zZmKMMDeOMH5vMUsfBoJuNCZiiOYxIEZtWn167Q0LaY&dib_tag=se&qid=1726508154&s=movies-tv&sr=1-96
Is Genesis History?,5.99,4.2 out of 5 stars,https://www.amazon.com/Lisa-Frankenstein-Kathryn-Newton/dp/B0CTXQYV5T/ref=sr_1_97?dib=eyJ2IjoiMSJ9.KJf2YFM4nYEhGjrMhJKd9OrlGJimLJoJOVnilXq1BFHncPnehUbcMfQt_jBe35eRPFQCAmckH6o3ViOagtSDZrL_BoovteImFxPvE9yNaJMpD6-7qnKc8kcI15-__55iVUFiHNjPnLBv-mjkO8MitDm6djMKkNwZgSuyfOf1noHA3qffFLvdQCcGTS3xVZsBv3KXBSz8DMddLaOhlDcFL3Pba4oTeojMTd9_EyGRYQg.zZmKMMDeOMH5vMUsfBoJuNCZiiOYxIEZtWn167Q0LaY&dib_tag=se&qid=1726508154&s=movies-tv&sr=1-97
Jackpot!,4.29,4.7 out of 5 stars,https://www.amazon.com/Country-Old-Men-Tommy-Jones/dp/B006H8JJXS/ref=sr_1_98?dib=eyJ2IjoiMSJ9.KJf2YFM4nYEhGjrMhJKd9OrlGJimLJoJOVnilXq1BFHncPnehUbcMfQt_jBe35eRPFQCAmckH6o3ViOagtSDZrL_BoovteImFxPvE9yNaJMpD6-7qnKc8kcI15-__55iVUFiHNjPnLBv-mjkO8MitDm6djMKkNwZgSuyfOf1noHA3qffFLvdQCcGTS3xVZsBv3KXBSz8DMddLaOhlDcFL3Pba4oTeojMTd9_EyGRYQg.zZmKMMDeOMH5vMUsfBoJuNCZiiOYxIEZtWn167Q0LaY&dib_tag=se&qid=1726508154&s=movies-tv&sr=1-98
Jonah,39.99,5.0 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3Mjg0NjMzOTYyMzUzMjM0OjE3MjY1MDgxNTQ6c3BfYnRmX2Jyb3dzZTozMDAxNDA4NTIyNjc4MDI6OjA6Og&url=%2FGodzilla-Gamera-Monster-12-Film-Collection%2Fdp%2FB0CW7D19H8%2Fref%3Dsr_1_100_sspa%3Fdib%3DeyJ2IjoiMSJ9.KJf2YFM4nYEhGjrMhJKd9OrlGJimLJoJOVnilXq1BFHncPnehUbcMfQt_jBe35eRPFQCAmckH6o3ViOagtSDZrL_BoovteImFxPvE9yNaJMpD6-7qnKc8kcI15-__55iVUFiHNjPnLBv-mjkO8MitDm6djMKkNwZgSuyfOf1noHA3qffFLvdQCcGTS3xVZsBv3KXBSz8DMddLaOhlDcFL3Pba4oTeojMTd9_EyGRYQg.zZmKMMDeOMH5vMUsfBoJuNCZiiOYxIEZtWn167Q0LaY%26dib_tag%3Dse%26qid%3D1726508154%26s%3Dmovies-tv%26sr%3D1-100-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1
Jurassic World: Fallen Kingdom,7.99,5.0 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3Mjg0NjMzOTYyMzUzMjM0OjE3MjY1MDgxNTQ6c3BfYnRmX2Jyb3dzZTozMDAzMjUxODU2MzMwMDI6OjA6Og&url=%2FChristmas-Hope-Feature-Films-Families%2Fdp%2FB004IGIFJU%2Fref%3Dsr_1_101_sspa%3Fdib%3DeyJ2IjoiMSJ9.KJf2YFM4nYEhGjrMhJKd9OrlGJimLJoJOVnilXq1BFHncPnehUbcMfQt_jBe35eRPFQCAmckH6o3ViOagtSDZrL_BoovteImFxPvE9yNaJMpD6-7qnKc8kcI15-__55iVUFiHNjPnLBv-mjkO8MitDm6djMKkNwZgSuyfOf1noHA3qffFLvdQCcGTS3xVZsBv3KXBSz8DMddLaOhlDcFL3Pba4oTeojMTd9_EyGRYQg.zZmKMMDeOMH5vMUsfBoJuNCZiiOYxIEZtWn167Q0LaY%26dib_tag%3Dse%26qid%3D1726508154%26s%3Dmovies-tv%26sr%3D1-101-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1%26smid%3DA9ZZTCF8ERMG2
K-19: The Widowmaker,15.64,4.7 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2Mzk4OTUzNjg3MjA4NzI4OjE3MjY1MDgyMzQ6c3BfYXRmX2Jyb3dzZTozMDAzMjQxOTcyNzYyMDI6OjA6Og&url=%2FThunder-Road-Robert-Mitchum%2Fdp%2FB0CNHDFSNP%2Fref%3Dsr_1_97_sspa%3Fdib%3DeyJ2IjoiMSJ9.cJhwq1CBLUZJiq6oHOyiK9opuZU0xow9pRQGi7echnbkUQRCSfywmKTprLyvDvqJWnpDIlbqnmmeDfh9ZbP5XOEI2hJSRzcUjw52qhr3pmUrkr7NnSU_cjYjEO31b2C0hpyzhVmeZrrg89Bgi6PRZhdI51ScYP4IBQEJSEOvqqYjR3aCLYQc8BRK-ASkD9AMQmYhTlhCsBMDgXvbYiQ0migFPpaLUipJSt0qzptQY6c.fJsOZw9pHiNotAgvRhCu-ALWBE3wiloeSrFEVpmO3lU%26dib_tag%3Dse%26qid%3D1726508234%26s%3Dmovies-tv%26sr%3D1-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1
Kalki 2898 AD,20.37,4.5 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2Mzk4OTUzNjg3MjA4NzI4OjE3MjY1MDgyMzQ6c3BfYXRmX2Jyb3dzZTozMDAzOTAxNzc2NjIxMDI6OjA6Og&url=%2FStrong-Balance-Strength-Results-Exercise%2Fdp%2FB01GKK1TPS%2Fref%3Dsr_1_98_sspa%3Fdib%3DeyJ2IjoiMSJ9.cJhwq1CBLUZJiq6oHOyiK9opuZU0xow9pRQGi7echnbkUQRCSfywmKTprLyvDvqJWnpDIlbqnmmeDfh9ZbP5XOEI2hJSRzcUjw52qhr3pmUrkr7NnSU_cjYjEO31b2C0hpyzhVmeZrrg89Bgi6PRZhdI51ScYP4IBQEJSEOvqqYjR3aCLYQc8BRK-ASkD9AMQmYhTlhCsBMDgXvbYiQ0migFPpaLUipJSt0qzptQY6c.fJsOZw9pHiNotAgvRhCu-ALWBE3wiloeSrFEVpmO3lU%26dib_tag%3Dse%26qid%3D1726508234%26s%3Dmovies-tv%26sr%3D1-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1
"Kill Bill, Vol 2",0,3.3 out of 5 stars,https://www.amazon.com/Shadow-Wolves-Thomas-Gibson/dp/B07TVW2FFD/ref=sr_1_99?dib=eyJ2IjoiMSJ9.cJhwq1CBLUZJiq6oHOyiK9opuZU0xow9pRQGi7echnbkUQRCSfywmKTprLyvDvqJWnpDIlbqnmmeDfh9ZbP5XOEI2hJSRzcUjw52qhr3pmUrkr7NnSU_cjYjEO31b2C0hpyzhVmeZrrg89Bgi6PRZhdI51ScYP4IBQEJSEOvqqYjR3aCLYQc8BRK-ASkD9AMQmYhTlhCsBMDgXvbYiQ0migFPpaLUipJSt0qzptQY6c.fJsOZw9pHiNotAgvRhCu-ALWBE3wiloeSrFEVpmO3lU&dib_tag=se&qid=1726508234&s=movies-tv&sr=1-99
Kill Bill: Volume 1,5.99,3.9 out of 5 stars,https://www.amazon.com/Horizon-American-Saga-Chapter-1/dp/B0D23555M4/ref=sr_1_100?dib=eyJ2IjoiMSJ9.cJhwq1CBLUZJiq6oHOyiK9opuZU0xow9pRQGi7echnbkUQRCSfywmKTprLyvDvqJWnpDIlbqnmmeDfh9ZbP5XOEI2hJSRzcUjw52qhr3pmUrkr7NnSU_cjYjEO31b2C0hpyzhVmeZrrg89Bgi6PRZhdI51ScYP4IBQEJSEOvqqYjR3aCLYQc8BRK-ASkD9AMQmYhTlhCsBMDgXvbYiQ0migFPpaLUipJSt0qzptQY6c.fJsOZw9pHiNotAgvRhCu-ALWBE3wiloeSrFEVpmO3lU&dib_tag=se&qid=1726508234&s=movies-tv&sr=1-100
Killshot,3.79,4.8 out of 5 stars,https://www.amazon.com/Constantine-Keanu-Reeves/dp/B001EBWITA/ref=sr_1_101?dib=eyJ2IjoiMSJ9.cJhwq1CBLUZJiq6oHOyiK9opuZU0xow9pRQGi7echnbkUQRCSfywmKTprLyvDvqJWnpDIlbqnmmeDfh9ZbP5XOEI2hJSRzcUjw52qhr3pmUrkr7NnSU_cjYjEO31b2C0hpyzhVmeZrrg89Bgi6PRZhdI51ScYP4IBQEJSEOvqqYjR3aCLYQc8BRK-ASkD9AMQmYhTlhCsBMDgXvbYiQ0migFPpaLUipJSt0qzptQY6c.fJsOZw9pHiNotAgvRhCu-ALWBE3wiloeSrFEVpmO3lU&dib_tag=se&qid=1726508234&s=movies-tv&sr=1-101
King Kong vs Godzilla vs Gamera Monster Movie 12-Film Collection: King Kong (2005) / Godzilla (1998 & 2014) / Godzilla King of Monsters / King Kong vs. Godzilla / King Kong Escapes + 6 Gammera Movies,3.79,4.6 out of 5 stars,https://www.amazon.com/Valerian-City-Thousand-Planets-DeHaan/dp/B0B8PXNMDJ/ref=sr_1_102?dib=eyJ2IjoiMSJ9.cJhwq1CBLUZJiq6oHOyiK9opuZU0xow9pRQGi7echnbkUQRCSfywmKTprLyvDvqJWnpDIlbqnmmeDfh9ZbP5XOEI2hJSRzcUjw52qhr3pmUrkr7NnSU_cjYjEO31b2C0hpyzhVmeZrrg89Bgi6PRZhdI51ScYP4IBQEJSEOvqqYjR3aCLYQc8BRK-ASkD9AMQmYhTlhCsBMDgXvbYiQ0migFPpaLUipJSt0qzptQY6c.fJsOZw9pHiNotAgvRhCu-ALWBE3wiloeSrFEVpmO3lU&dib_tag=se&qid=1726508234&s=movies-tv&sr=1-102
Leap!,44.63,4.7 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2Mzk4OTUzNjg3MjA4NzI4OjE3MjY1MDgyMzQ6c3BfbXRmX2Jyb3dzZTozMDAzOTk5NDU5NDkzMDI6OjA6Og&url=%2F10-Movie-Spotlight-Collection-Indemnity-Phantom%2Fdp%2FB00MUNSV3S%2Fref%3Dsr_1_107_sspa%3Fdib%3DeyJ2IjoiMSJ9.cJhwq1CBLUZJiq6oHOyiK9opuZU0xow9pRQGi7echnbkUQRCSfywmKTprLyvDvqJWnpDIlbqnmmeDfh9ZbP5XOEI2hJSRzcUjw52qhr3pmUrkr7NnSU_cjYjEO31b2C0hpyzhVmeZrrg89Bgi6PRZhdI51ScYP4IBQEJSEOvqqYjR3aCLYQc8BRK-ASkD9AMQmYhTlhCsBMDgXvbYiQ0migFPpaLUipJSt0qzptQY6c.fJsOZw9pHiNotAgvRhCu-ALWBE3wiloeSrFEVpmO3lU%26dib_tag%3Dse%26qid%3D1726508234%26s%3Dmovies-tv%26sr%3D1-107-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1
Let Us Prey,24.99,0,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2Mzk4OTUzNjg3MjA4NzI4OjE3MjY1MDgyMzQ6c3BfbXRmX2Jyb3dzZTozMDAzMzk0MDU2NjM5MDI6OjA6Og&url=%2F6-Film-Clint-Eastwood-Collection-Enforcer%2Fdp%2FB0DC83DV4T%2Fref%3Dsr_1_108_sspa%3Fdib%3DeyJ2IjoiMSJ9.cJhwq1CBLUZJiq6oHOyiK9opuZU0xow9pRQGi7echnbkUQRCSfywmKTprLyvDvqJWnpDIlbqnmmeDfh9ZbP5XOEI2hJSRzcUjw52qhr3pmUrkr7NnSU_cjYjEO31b2C0hpyzhVmeZrrg89Bgi6PRZhdI51ScYP4IBQEJSEOvqqYjR3aCLYQc8BRK-ASkD9AMQmYhTlhCsBMDgXvbYiQ0migFPpaLUipJSt0qzptQY6c.fJsOZw9pHiNotAgvRhCu-ALWBE3wiloeSrFEVpmO3lU%26dib_tag%3Dse%26qid%3D1726508234%26s%3Dmovies-tv%26sr%3D1-108-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1
"Lethal Weapon 2-Pack & Lethal Weapon 4-Film: Lethal Weapon: The Complete First & Second Season 1 and 2 + 4-Movies: Lethal Weapon 1,2,3 & 4 [DVD, 12-Disc Collection] Region 1",0,4.3 out of 5 stars,https://www.amazon.com/Upgraded-Camila-Mendes/dp/B0CNWGLCJH/ref=sr_1_109?dib=eyJ2IjoiMSJ9.cJhwq1CBLUZJiq6oHOyiK9opuZU0xow9pRQGi7echnbkUQRCSfywmKTprLyvDvqJWnpDIlbqnmmeDfh9ZbP5XOEI2hJSRzcUjw52qhr3pmUrkr7NnSU_cjYjEO31b2C0hpyzhVmeZrrg89Bgi6PRZhdI51ScYP4IBQEJSEOvqqYjR3aCLYQc8BRK-ASkD9AMQmYhTlhCsBMDgXvbYiQ0migFPpaLUipJSt0qzptQY6c.fJsOZw9pHiNotAgvRhCu-ALWBE3wiloeSrFEVpmO3lU&dib_tag=se&qid=1726508234&s=movies-tv&sr=1-109
Life Like,0,4.7 out of 5 stars,https://www.amazon.com/LEGO-NINJAGO-Movie-Jackie-Chan/dp/B0759YH4QC/ref=sr_1_110?dib=eyJ2IjoiMSJ9.cJhwq1CBLUZJiq6oHOyiK9opuZU0xow9pRQGi7echnbkUQRCSfywmKTprLyvDvqJWnpDIlbqnmmeDfh9ZbP5XOEI2hJSRzcUjw52qhr3pmUrkr7NnSU_cjYjEO31b2C0hpyzhVmeZrrg89Bgi6PRZhdI51ScYP4IBQEJSEOvqqYjR3aCLYQc8BRK-ASkD9AMQmYhTlhCsBMDgXvbYiQ0migFPpaLUipJSt0qzptQY6c.fJsOZw9pHiNotAgvRhCu-ALWBE3wiloeSrFEVpmO3lU&dib_tag=se&qid=1726508234&s=movies-tv&sr=1-110
Lisa Frankenstein,5.99,4.0 out of 5 stars,https://www.amazon.com/Passport-Love-Shae-Robins/dp/B0CN32K2BR/ref=sr_1_111?dib=eyJ2IjoiMSJ9.cJhwq1CBLUZJiq6oHOyiK9opuZU0xow9pRQGi7echnbkUQRCSfywmKTprLyvDvqJWnpDIlbqnmmeDfh9ZbP5XOEI2hJSRzcUjw52qhr3pmUrkr7NnSU_cjYjEO31b2C0hpyzhVmeZrrg89Bgi6PRZhdI51ScYP4IBQEJSEOvqqYjR3aCLYQc8BRK-ASkD9AMQmYhTlhCsBMDgXvbYiQ0migFPpaLUipJSt0qzptQY6c.fJsOZw9pHiNotAgvRhCu-ALWBE3wiloeSrFEVpmO3lU&dib_tag=se&qid=1726508234&s=movies-tv&sr=1-111
Little Italy,0,3.4 out of 5 stars,https://www.amazon.com/Million-Dollar-Murder-Poppy-Montgomery/dp/B0D3J5PTWX/ref=sr_1_112?dib=eyJ2IjoiMSJ9.cJhwq1CBLUZJiq6oHOyiK9opuZU0xow9pRQGi7echnbkUQRCSfywmKTprLyvDvqJWnpDIlbqnmmeDfh9ZbP5XOEI2hJSRzcUjw52qhr3pmUrkr7NnSU_cjYjEO31b2C0hpyzhVmeZrrg89Bgi6PRZhdI51ScYP4IBQEJSEOvqqYjR3aCLYQc8BRK-ASkD9AMQmYhTlhCsBMDgXvbYiQ0migFPpaLUipJSt0qzptQY6c.fJsOZw9pHiNotAgvRhCu-ALWBE3wiloeSrFEVpmO3lU&dib_tag=se&qid=1726508234&s=movies-tv&sr=1-112
Longlegs,3.99,4.1 out of 5 stars,https://www.amazon.com/Strays-Will-Ferrell/dp/B0C9QB5MBS/ref=sr_1_113?dib=eyJ2IjoiMSJ9.cJhwq1CBLUZJiq6oHOyiK9opuZU0xow9pRQGi7echnbkUQRCSfywmKTprLyvDvqJWnpDIlbqnmmeDfh9ZbP5XOEI2hJSRzcUjw52qhr3pmUrkr7NnSU_cjYjEO31b2C0hpyzhVmeZrrg89Bgi6PRZhdI51ScYP4IBQEJSEOvqqYjR3aCLYQc8BRK-ASkD9AMQmYhTlhCsBMDgXvbYiQ0migFPpaLUipJSt0qzptQY6c.fJsOZw9pHiNotAgvRhCu-ALWBE3wiloeSrFEVpmO3lU&dib_tag=se&qid=1726508234&s=movies-tv&sr=1-113
Looking for Melania Trump,4.99,3.8 out of 5 stars,https://www.amazon.com/Dark-Asset-Byron-Mann/dp/B0CFQ4BBGP/ref=sr_1_114?dib=eyJ2IjoiMSJ9.cJhwq1CBLUZJiq6oHOyiK9opuZU0xow9pRQGi7echnbkUQRCSfywmKTprLyvDvqJWnpDIlbqnmmeDfh9ZbP5XOEI2hJSRzcUjw52qhr3pmUrkr7NnSU_cjYjEO31b2C0hpyzhVmeZrrg89Bgi6PRZhdI51ScYP4IBQEJSEOvqqYjR3aCLYQc8BRK-ASkD9AMQmYhTlhCsBMDgXvbYiQ0migFPpaLUipJSt0qzptQY6c.fJsOZw9pHiNotAgvRhCu-ALWBE3wiloeSrFEVpmO3lU&dib_tag=se&qid=1726508234&s=movies-tv&sr=1-114
Looper,5.99,4.5 out of 5 stars,https://www.amazon.com/Love-Switch-John-Lyde/dp/B0D8VX16N7/ref=sr_1_115?dib=eyJ2IjoiMSJ9.cJhwq1CBLUZJiq6oHOyiK9opuZU0xow9pRQGi7echnbkUQRCSfywmKTprLyvDvqJWnpDIlbqnmmeDfh9ZbP5XOEI2hJSRzcUjw52qhr3pmUrkr7NnSU_cjYjEO31b2C0hpyzhVmeZrrg89Bgi6PRZhdI51ScYP4IBQEJSEOvqqYjR3aCLYQc8BRK-ASkD9AMQmYhTlhCsBMDgXvbYiQ0migFPpaLUipJSt0qzptQY6c.fJsOZw9pHiNotAgvRhCu-ALWBE3wiloeSrFEVpmO3lU&dib_tag=se&qid=1726508234&s=movies-tv&sr=1-115
"Lord of the Rings Motion Picture Trilogy, The (Extended Edition)(BD Remaster)",0,3.7 out of 5 stars,https://www.amazon.com/Coming-2-America-Eddie-Murphy/dp/B08QZN6LCM/ref=sr_1_116?dib=eyJ2IjoiMSJ9.cJhwq1CBLUZJiq6oHOyiK9opuZU0xow9pRQGi7echnbkUQRCSfywmKTprLyvDvqJWnpDIlbqnmmeDfh9ZbP5XOEI2hJSRzcUjw52qhr3pmUrkr7NnSU_cjYjEO31b2C0hpyzhVmeZrrg89Bgi6PRZhdI51ScYP4IBQEJSEOvqqYjR3aCLYQc8BRK-ASkD9AMQmYhTlhCsBMDgXvbYiQ0migFPpaLUipJSt0qzptQY6c.fJsOZw9pHiNotAgvRhCu-ALWBE3wiloeSrFEVpmO3lU&dib_tag=se&qid=1726508234&s=movies-tv&sr=1-116
"Lord of the Rings Motion Picture Trilogy, The (Theatrical Edition)(BD Remaster) [Blu-ray]",39.99,5.0 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2Mzk4OTUzNjg3MjA4NzI4OjE3MjY1MDgyMzQ6c3BfYnRmX2Jyb3dzZTozMDAxNDA4NTIyNjc4MDI6OjA6Og&url=%2FGodzilla-Gamera-Monster-12-Film-Collection%2Fdp%2FB0CW7D19H8%2Fref%3Dsr_1_117_sspa%3Fdib%3DeyJ2IjoiMSJ9.cJhwq1CBLUZJiq6oHOyiK9opuZU0xow9pRQGi7echnbkUQRCSfywmKTprLyvDvqJWnpDIlbqnmmeDfh9ZbP5XOEI2hJSRzcUjw52qhr3pmUrkr7NnSU_cjYjEO31b2C0hpyzhVmeZrrg89Bgi6PRZhdI51ScYP4IBQEJSEOvqqYjR3aCLYQc8BRK-ASkD9AMQmYhTlhCsBMDgXvbYiQ0migFPpaLUipJSt0qzptQY6c.fJsOZw9pHiNotAgvRhCu-ALWBE3wiloeSrFEVpmO3lU%26dib_tag%3Dse%26qid%3D1726508234%26s%3Dmovies-tv%26sr%3D1-117-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1
Love In Tahiti,39.96,4.7 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2Mzk4OTUzNjg3MjA4NzI4OjE3MjY1MDgyMzQ6c3BfYnRmX2Jyb3dzZTozMDAxMjMyMzUyNTQ4MDI6OjA6Og&url=%2FPicture-Trilogy-Extended-Blu-ray-Remaster%2Fdp%2FB09CGMTF6R%2Fref%3Dsr_1_118_sspa%3Fdib%3DeyJ2IjoiMSJ9.cJhwq1CBLUZJiq6oHOyiK9opuZU0xow9pRQGi7echnbkUQRCSfywmKTprLyvDvqJWnpDIlbqnmmeDfh9ZbP5XOEI2hJSRzcUjw52qhr3pmUrkr7NnSU_cjYjEO31b2C0hpyzhVmeZrrg89Bgi6PRZhdI51ScYP4IBQEJSEOvqqYjR3aCLYQc8BRK-ASkD9AMQmYhTlhCsBMDgXvbYiQ0migFPpaLUipJSt0qzptQY6c.fJsOZw9pHiNotAgvRhCu-ALWBE3wiloeSrFEVpmO3lU%26dib_tag%3Dse%26qid%3D1726508234%26s%3Dmovies-tv%26sr%3D1-118-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1
Love Switch,20.37,4.5 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4MzUwNjQ4Nzk2OTExMzU6MTcyNjUwODMxMDpzcF9hdGZfYnJvd3NlOjMwMDM5MDE3NzY2MjEwMjo6MDo6&url=%2FStrong-Balance-Strength-Results-Exercise%2Fdp%2FB01GKK1TPS%2Fref%3Dsr_1_113_sspa%3Fdib%3DeyJ2IjoiMSJ9.quX4FlfVCgBepwq9xVOCSXFHkWXPiN0uaJiGGIQTsWQDpamWWscN3YjGV02myVNJ2tot9PNHwZN9BVKtH5QV9kZbTxTN5jN9x8sShwkhAYh5K_kNIeC6d0HnL8nBQ5xSbtvieE7Qgi3pLcg-9dn48Yonh-5ahOFCxtiVktdZNq9aeKl1X0ZlX1uA6HDhPj4TQkk6KnBC1hiDmk7SN1Eth-F6QGP9nDqpM8hVYj-0dQg.f9l9_Rk1y-dlZcnjSj8Q5MvlfGGFLpxlL-n_T8TVIKE%26dib_tag%3Dse%26qid%3D1726508310%26s%3Dmovies-tv%26sr%3D1-113-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1
Lover Come Back,0,4.4 out of 5 stars,https://www.amazon.com/Invisible-Man-Elisabeth-Moss/dp/B084SDJ2ST/ref=sr_1_114?dib=eyJ2IjoiMSJ9.quX4FlfVCgBepwq9xVOCSXFHkWXPiN0uaJiGGIQTsWQDpamWWscN3YjGV02myVNJ2tot9PNHwZN9BVKtH5QV9kZbTxTN5jN9x8sShwkhAYh5K_kNIeC6d0HnL8nBQ5xSbtvieE7Qgi3pLcg-9dn48Yonh-5ahOFCxtiVktdZNq9aeKl1X0ZlX1uA6HDhPj4TQkk6KnBC1hiDmk7SN1Eth-F6QGP9nDqpM8hVYj-0dQg.f9l9_Rk1y-dlZcnjSj8Q5MvlfGGFLpxlL-n_T8TVIKE&dib_tag=se&qid=1726508310&s=movies-tv&sr=1-114
